conference,year,author,title,booktitle,bibtex,electronic_edition
ICCV,2019,Han Sun and Zhiyuan Chen and Shiyang Yan and Lin Xu,"{MVP} Matching: {A} Maximum-Value Perfect Matching for Mining Hard Samples, With Application to Person Re-Identification","2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/SunCYX19.bib,https://doi.org/10.1109/ICCV.2019.00684
ICCV,2019,Ancong Wu and Wei{-}Shi Zheng and Jian{-}Huang Lai,Unsupervised Person Re-Identification by Camera-Aware Similarity Consistency Learning,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/WuZL19.bib,https://doi.org/10.1109/ICCV.2019.00702
ICCV,2019,Yu{-}Jhe Li and Ci{-}Siang Lin and Yan{-}Bo Lin and Yu{-}Chiang Frank Wang,Cross-Dataset Person Re-Identification via Unsupervised Pose Disentanglement and Adaptation,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/LiLLW19.bib,https://doi.org/10.1109/ICCV.2019.00801
ICCV,2019,Sanping Zhou and Fei Wang and Zeyi Huang and Jinjun Wang,Discriminative Feature Learning With Consistent Attention Regularization for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/ZhouWHW19.bib,https://doi.org/10.1109/ICCV.2019.00813
ICCV,2019,Lei Qi and Lei Wang and Jing Huo and Luping Zhou and Yinghuan Shi and Yang Gao,A Novel Unsupervised Camera-Aware Domain Adaptation Framework for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/QiWHZSG19.bib,https://doi.org/10.1109/ICCV.2019.00817
ICCV,2019,Yu{-}Jhe Li and Yun{-}Chun Chen and Yen{-}Yu Lin and Xiaofei Du and Yu{-}Chiang Frank Wang,Recover and Identify: {A} Generative Dual Model for Cross-Resolution Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/LiCLDW19.bib,https://doi.org/10.1109/ICCV.2019.00818
ICCV,2019,Xinyu Zhang and Jiewei Cao and Chunhua Shen and Mingyu You,Self-Training With Progressive Augmentation for Unsupervised Cross-Domain Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/ZhangCSY19.bib,https://doi.org/10.1109/ICCV.2019.00831
ICCV,2019,Jinlin Wu and Hao Liu and Yang Yang and Zhen Lei and Shengcai Liao and Stan Z. Li,Unsupervised Graph Association for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/WuLYLLL19.bib,https://doi.org/10.1109/ICCV.2019.00841
ICCV,2019,Zhibo Wang and Siyan Zheng and Mengkai Song and Qian Wang and Alireza Rahimpour and Hairong Qi,advPattern: Physical-World Attacks on Deep Person Re-Identification via Adversarially Transformable Patterns,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/WangZSWRQ19.bib,https://doi.org/10.1109/ICCV.2019.00843
ICCV,2019,Tianlong Chen and Shaojin Ding and Jingyi Xie and Ye Yuan and Wuyang Chen and Yang Yang and Zhou Ren and Zhangyang Wang,ABD-Net: Attentive but Diverse Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/ChenDXYCYRW19.bib,https://doi.org/10.1109/ICCV.2019.00844
ICCV,2019,Lingxiao He and Yinggang Wang and Wu Liu and He Zhao and Zhenan Sun and Jiashi Feng,Foreground-Aware Pyramid Reconstruction for Alignment-Free Occluded Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/HeWLZSF19.bib,https://doi.org/10.1109/ICCV.2019.00854
ICCV,2019,Yan Huang and Qiang Wu and Jingsong Xu and Yi Zhong,{SBSGAN:} Suppression of Inter-Domain Background Shift for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/HuangWXZ19.bib,https://doi.org/10.1109/ICCV.2019.00962
ICCV,2019,Guangyi Chen and Chunze Lin and Liangliang Ren and Jiwen Lu and Jie Zhou,Self-Critical Attention Learning for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/ChenLRL019.bib,https://doi.org/10.1109/ICCV.2019.00973
ICCV,2019,Xinqian Gu and Bingpeng Ma and Hong Chang and Shiguang Shan and Xilin Chen,Temporal Knowledge Propagation for Image-to-Video Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/GuMCSC19.bib,https://doi.org/10.1109/ICCV.2019.00974
ICCV,2019,Leulseged Tesfaye Alemu and Mubarak Shah and Marcello Pelillo,Deep Constrained Dominant Sets for Person Re-Identification,"2019 {IEEE/CVF} International Conference on Computer Vision, {ICCV} 2019, Seoul, Korea (South), October 27 - November 2, 2019",https://dblp.org/rec/conf/iccv/AlemuSP19.bib,https://doi.org/10.1109/ICCV.2019.00995
ICCV,2017,Hong{-}Xing Yu and Ancong Wu and Wei{-}Shi Zheng,Cross-View Asymmetric Metric Learning for Unsupervised Person Re-Identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/YuWZ17.bib,https://doi.org/10.1109/ICCV.2017.113
ICCV,2017,Arko Barman and Shishir K. Shah,SHaPE: {A} Novel Graph Theoretic Algorithm for Making Consensus-Based Decisions in Person Re-identification Systems,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/BarmanS17.bib,https://doi.org/10.1109/ICCV.2017.127
ICCV,2017,Dahjung Chung and Khalid Tahboub and Edward J. Delp,A Two Stream Siamese Convolutional Neural Network for Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/ChungTD17.bib,https://doi.org/10.1109/ICCV.2017.218
ICCV,2017,Jiahuan Zhou and Pei Yu and Wei Tang and Ying Wu,Efficient Online Local Metric Adaptation via Negative Samples for Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/ZhouYTW17.bib,https://doi.org/10.1109/ICCV.2017.265
ICCV,2017,Zimo Liu and Dong Wang and Huchuan Lu,Stepwise Metric Promotion for Unsupervised Video Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/LiuWL17.bib,https://doi.org/10.1109/ICCV.2017.266
ICCV,2017,Liming Zhao and Xi Li and Yueting Zhuang and Jingdong Wang,Deeply-Learned Part-Aligned Representations for Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/ZhaoLZW17.bib,https://doi.org/10.1109/ICCV.2017.349
ICCV,2017,Zhedong Zheng and Liang Zheng and Yi Yang,Unlabeled Samples Generated by {GAN} Improve the Person Re-identification Baseline in Vitro,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/ZhengZY17.bib,https://doi.org/10.1109/ICCV.2017.405
ICCV,2017,Chi Su and Jianing Li and Shiliang Zhang and Junliang Xing and Wen Gao and Qi Tian,Pose-Driven Deep Convolutional Model for Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/SuLZX0T17.bib,https://doi.org/10.1109/ICCV.2017.427
ICCV,2017,Shuangjie Xu and Yu Cheng and Kang Gu and Yang Yang and Shiyu Chang and Pan Zhou,Jointly Attentive Spatial-Temporal Pooling Networks for Video-Based Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/XuCG0CZ17.bib,https://doi.org/10.1109/ICCV.2017.507
ICCV,2017,Ancong Wu and Wei{-}Shi Zheng and Hong{-}Xing Yu and Shaogang Gong and Jianhuang Lai,RGB-Infrared Cross-Modality Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/WuZYGL17.bib,https://doi.org/10.1109/ICCV.2017.575
ICCV,2017,Xuelin Qian and Yanwei Fu and Yu{-}Gang Jiang and Tao Xiang and Xiangyang Xue,Multi-scale Deep Learning Architectures for Person Re-identification,"{IEEE} International Conference on Computer Vision, {ICCV} 2017, Venice, Italy, October 22-29, 2017",https://dblp.org/rec/conf/iccv/QianFJXX17.bib,https://doi.org/10.1109/ICCV.2017.577
AAAI,2021,Peixian Chen and Pingyang Dai and Jianzhuang Liu and Feng Zheng and Mingliang Xu and Qi Tian and Rongrong Ji,Dual Distribution Alignment Network for Generalizable Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/ChenDLZX0J21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16190
AAAI,2021,Mengxi Jia and Xinhua Cheng and Yunpeng Zhai and Shijian Lu and Siwei Ma and Yonghong Tian and Jian Zhang,Matching on Sets: Conquer Occluded Person Re-identification Without Alignment,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/JiaCZLM0021.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16260
AAAI,2021,Xiaoke Jiang and Yu Qiao and Junjie Yan and Qichen Li and Wanrong Zheng and Dapeng Chen,{SSN3D:} Self-Separated Network to Align Parts for 3D Convolution in Video Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/JiangQYLZC21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16262
AAAI,2021,Shuang Liu and Wenmin Huang and Zhong Zhang,Learning Hybrid Relationships for Person Re-identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/LiuHZ21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16315
AAAI,2021,Menglin Wang and Baisheng Lai and Jianqiang Huang and Xiaojin Gong and Xian{-}Sheng Hua,Camera-Aware Proxies for Unsupervised Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/0001LHG021.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16381
AAAI,2021,Guile Wu and Shaogang Gong,Generalising without Forgetting for Lifelong Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/WuG21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16395
AAAI,2021,Guile Wu and Shaogang Gong,Decentralised Learning from Independent Multi-Domain Labels for Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/WuG21a.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16396
AAAI,2021,Fengxiang Yang and Zhun Zhong and Hong Liu and Zheng Wang and Zhiming Luo and Shaozi Li and Nicu Sebe and Shin'ichi Satoh,Learning to Attack Real-World Models for Person Re-identification via Virtual-Guided Meta-Learning,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/YangZLWLLSS21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16422
AAAI,2021,Minying Zhang and Kai Liu and Yidong Li and Shihui Guo and Hongtao Duan and Yimin Long and Yi Jin,Unsupervised Domain Adaptation for Person Re-identification via Heterogeneous Graph Alignment,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/ZhangLLGDLJ21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16448
AAAI,2021,Zhiwei Zhao and Bin Liu and Qi Chu and Yan Lu and Nenghai Yu,Joint Color-irrelevant Consistency Learning and Identity-aware Modality Adaptation for Visible-infrared Cross Modality Person Re-identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/Zhao0CLY21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16466
AAAI,2021,Aihua Zheng and Zi Wang and Zi{-}Han Chen and Chenglong Li and Jin Tang,Robust Multi-Modality Person Re-identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/ZhengWCLT21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16467
AAAI,2021,Kecheng Zheng and Cuiling Lan and Wenjun Zeng and Zhizheng Zhang and Zheng{-}Jun Zha,Exploiting Sample Uncertainty for Domain Adaptive Person Re-Identification,"Thirty-Fifth {AAAI} Conference on Artificial Intelligence, {AAAI} 2021, Thirty-Third Conference on Innovative Applications of Artificial Intelligence, {IAAI} 2021, The Eleventh Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2021, Virtual Event, February 2-9, 2021",https://dblp.org/rec/conf/aaai/ZhengLZZZ21.bib,https://ojs.aaai.org/index.php/AAAI/article/view/16468
AAAI,2020,Diangang Li and Xing Wei and Xiaopeng Hong and Yihong Gong,Infrared-Visible Cross-Modal Person Re-Identification with an {X} Modality,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/LiWHG20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/5891
AAAI,2020,Zengqun Chen and Zhiheng Zhou and Junchu Huang and Pengyu Zhang and Bo Li,Frame-Guided Region-Aligned Representation for Video Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/ChenZHZL20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6632
AAAI,2020,Yangru Huang and Peixi Peng and Yi Jin and Yidong Li and Junliang Xing,Domain Adaptive Attention Learning for Unsupervised Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/HuangPJLX20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6762
AAAI,2020,Xinyang Jiang and Yifei Gong and Xiaowei Guo and Qize Yang and Feiyue Huang and Wei{-}Shi Zheng and Feng Zheng and Xing Sun,Rethinking Temporal Fusion for Video-Based Person Re-Identification on Semantic and Time Aspect,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/JiangGGYHZZS20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6770
AAAI,2020,Xin Jin and Cuiling Lan and Wenjun Zeng and Guoqiang Wei and Zhibo Chen,Semantics-Aligned Representation Learning for Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/JinLZW020.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6775
AAAI,2020,Shuzhao Li and Huimin Yu and Haoji Hu,Appearance and Motion Enhancement for Video-Based Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/LiYH20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6802
AAAI,2020,Xingze Li and Wengang Zhou and Yun Zhou and Houqiang Li,Relation-Guided Spatial Attention and Temporal Refinement for Video-Based Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/LiZZL20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6807
AAAI,2020,Hyunjong Park and Bumsub Ham,Relation Network for Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/ParkH20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6857
AAAI,2020,Guan'an Wang and Tianzhu Zhang and Yang Yang and Jian Cheng and Jianlong Chang and Xu Liang and Zeng{-}Guang Hou,Cross-Modality Paired-Images Generation for RGB-Infrared Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/WangZYCCLH20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6894
AAAI,2020,Guile Wu and Xiatian Zhu and Shaogang Gong,Tracklet Self-Supervised Learning for Unsupervised Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/WuZG20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6921
AAAI,2020,Fengxiang Yang and Ke Li and Zhun Zhong and Zhiming Luo and Xing Sun and Hao Cheng and Xiaowei Guo and Feiyue Huang and Rongrong Ji and Shaozi Li,Asymmetric Co-Teaching for Unsupervised Cross-Domain Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/YangLZLSCGHJL20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6950
AAAI,2020,Tianyu Zhang and Lingxi Xie and Longhui Wei and Yongfei Zhang and Bo Li and Qi Tian,Single Camera Training for Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/ZhangXWZLT20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/6985
AAAI,2020,Zhihui Zhu and Xinyang Jiang and Feng Zheng and Xiaowei Guo and Feiyue Huang and Xing Sun and Wei{-}Shi Zheng,Viewpoint-Aware Loss with Angular Regularization for Person Re-Identification,"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/ZhuJZGHSZ20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/7014
AAAI,2020,Priyank Pathak and Amir Erfan Eshratifar and Michael Gormish,Video Person Re-ID: Fantastic Techniques and Where to Find Them (Student Abstract),"The Thirty-Fourth {AAAI} Conference on Artificial Intelligence, {AAAI} 2020, The Thirty-Second Innovative Applications of Artificial Intelligence Conference, {IAAI} 2020, The Tenth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2020, New York, NY, USA, February 7-12, 2020",https://dblp.org/rec/conf/aaai/PathakEG20.bib,https://aaai.org/ojs/index.php/AAAI/article/view/7219
AAAI,2019,Yun{-}Chun Chen and Yu{-}Jhe Li and Xiaofei Du and Yu{-}Chiang Frank Wang,Learning Resolution-Invariant Deep Representations for Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/ChenLDW19.bib,https://doi.org/10.1609/aaai.v33i01.33018215
AAAI,2019,Yang Fu and Xiaoyang Wang and Yunchao Wei and Thomas S. Huang,{STA:} Spatial-Temporal Attention for Large-Scale Video-Based Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/FuWWH19.bib,https://doi.org/10.1609/aaai.v33i01.33018287
AAAI,2019,Yang Fu and Yunchao Wei and Yuqian Zhou and Honghui Shi and Gao Huang and Xinchao Wang and Zhiqiang Yao and Thomas S. Huang,Horizontal Pyramid Matching for Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/FuWZSHWYH19.bib,https://doi.org/10.1609/aaai.v33i01.33018295
AAAI,2019,Yi Hao and Nannan Wang and Jie Li and Xinbo Gao,{HSME:} Hypersphere Manifold Embedding for Visible Thermal Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/HaoWLG19.bib,https://doi.org/10.1609/aaai.v33i01.33018385
AAAI,2019,Jianing Li and Shiliang Zhang and Tiejun Huang,Multi-Scale 3D Convolution Network for Video Based Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/LiZH19.bib,https://doi.org/10.1609/aaai.v33i01.33018618
AAAI,2019,Yutian Lin and Xuanyi Dong and Liang Zheng and Yan Yan and Yi Yang,A Bottom-Up Clustering Approach to Unsupervised Person Re-Identification,"The Thirty-Third {AAAI} Conference on Artificial Intelligence, {AAAI} 2019, The Thirty-First Innovative Applications of Artificial Intelligence Conference, {IAAI} 2019, The Ninth {AAAI} Symposium on Educational Advances in Artificial Intelligence, {EAAI} 2019, Honolulu, Hawaii, USA, January 27 - February 1, 2019",https://dblp.org/rec/conf/aaai/LinD00019.bib,https://doi.org/10.1609/aaai.v33i01.33018738
